"id","status","status_detail","build_country","build_year","flag_name","dead_weight","vessel_type"
89125,Active,In Service/Commission,South Korea,2011,Bermuda,159158,Crude/Oil Products Tanker
78176,Active,In Service/Commission,Japan,2008,Malta,47165,Products Tanker 
78773,Active,In Service/Commission,Turkey,2008,Malta,10735,Crude/Oil Products Tanker
103196,Active,In Service/Commission,China,2019,Marshall Islands,109995,Crude Oil Tanker
103246,Active,In Service/Commission,Turkey,2019,Turkey,15976,Products Tanker 
76282,Active,In Service/Commission,Japan,2006,Marshall Islands,14351,Crude/Oil Products Tanker
99437,Active,In Service/Commission,South Korea,2016,Greece,149992,Crude/Oil Products Tanker
90139,Active,In Service/Commission,China,2014,Greece,319431,Crude Oil Tanker
100599,Active,In Service/Commission,Japan,2018,Marshall Islands,38500,Crude/Oil Products Tanker
113978,Active,In Service/Commission,Japan,2014,Panama,8733,Chemical/Oil Products Tanker
105001,Active,In Service/Commission,South Korea,2020,Marshall Islands,158060,Crude Oil Tanker
73432,Active,In Service/Commission,Japan,2004,Panama,46999,Products Tanker 
116805,Active,In Service/Commission,China,2007,Cook Islands,6143,Asphalt/Bitumen Tanker
67328,Active,In Service/Commission,Japan,1998,India,11553,Crude/Oil Products Tanker
78887,Active,In Service/Commission,China,2011,Viet Nam,16900,Crude/Oil Products Tanker
76466,Active,In Service/Commission,Japan,2007,Hong Kong,115577,Crude/Oil Products Tanker
114223,Active,In Service/Commission,Japan,2004,Singapore,5999,Products Tanker 
87596,Active,In Service/Commission,,2010,United States of America,1800,Crude/Oil Products Tanker
74092,Active,In Service/Commission,South Korea,2006,Liberia,108402,Crude/Oil Products Tanker
92531,Active,In Service/Commission,South Korea,2013,Malta,50660,Crude/Oil Products Tanker
74880,Active,In Service/Commission,China,2005,Greece,72292,Crude/Oil Products Tanker
92535,Active,In Service/Commission,South Korea,2013,Malta,50660,Crude/Oil Products Tanker
86086,Active,In Service/Commission,South Korea,2012,Cayman Islands,114900,Products Tanker 
103556,Active,In Service/Commission,China,2019,China,113832,Crude Oil Tanker
82027,Active,In Service/Commission,China,2009,Panama,112984,Crude/Oil Products Tanker
81865,Active,In Service/Commission,South Korea,2009,Panama,74863,Crude/Oil Products Tanker
114758,Active,In Service/Commission,Japan,2016,Panama,8721,Products Tanker 
60593,Active,In Service/Commission,Japan,1982,Indonesia,29941,Products Tanker 
114349,Active,In Service/Commission,Vietnam,2017,Viet Nam,6036,Products Tanker 
92569,Active,In Service/Commission,South Korea,2012,Marshall Islands,49990,Crude/Oil Products Tanker
115887,Active,In Service/Commission,Japan,2008,Panama,8878,Chemical/Oil Products Tanker
78945,Active,In Service/Commission,South Korea,2008,Marshall Islands,51257,Crude/Oil Products Tanker
117642,Active,In Service/Commission,South Korea,2022,Isle of Man,49812,Products Tanker 
92571,Active,In Service/Commission,South Korea,2012,Marshall Islands,49990,Crude/Oil Products Tanker
76754,Active,In Service/Commission,Japan,2008,Marshall Islands,110769,Crude/Oil Products Tanker
100439,Active,In Service/Commission,China,2017,Hong Kong,114456,Crude/Oil Products Tanker
78963,Active,In Service/Commission,South Korea,2008,Saudi Arabia,319428,Crude Oil Tanker
103562,Active,In Service/Commission,China,2020,China,113642,Products Tanker 
116883,Active,In Service/Commission,Japan,2012,Thailand,7532,Asphalt/Bitumen Tanker
100451,Active,In Service/Commission,China,2015,Guyana,36031,Chemical/Oil Products Tanker
92573,Active,In Service/Commission,South Korea,2012,Marshall Islands,49990,Crude/Oil Products Tanker
100479,Active,In Service/Commission,Japan,2016,Singapore,16717,Crude/Oil Products Tanker
59127,Active,In Service/Commission,Japan,1979,Indonesia,15514,Crude/Oil Products Tanker
100902,Active,In Service/Commission,South Korea,2018,Liberia,298705,Crude Oil Tanker
78969,Active,In Service/Commission,South Korea,2008,Saudi Arabia,319464,Crude Oil Tanker
93019,Active,In Service/Commission,South Korea,2013,Marshall Islands,74695,Crude/Oil Products Tanker
94263,Active,In Service/Commission,Japan,2013,Singapore,19000,Crude/Oil Products Tanker
92799,Active,In Service/Commission,South Korea,2013,Bahamas,19308,Asphalt/Bitumen Tanker
115858,Active,In Service/Commission,China,2007,Panama,8525,Products Tanker 
75168,Active,In Service/Commission,China,2006,Singapore,14846,Crude/Oil Products Tanker
78991,Active,In Service/Commission,China,2009,Marshall Islands,297974,Crude Oil Tanker
103796,Active,In Service/Commission,South Korea,2020,Marshall Islands,299682,Crude Oil Tanker
114494,Active,In Service/Commission,Turkey,2015,Panama,7086,Products Tanker 
89887,Active,In Service/Commission,Japan,2011,Malta,48020,Products Tanker 
87284,Active,In Service/Commission,China,2013,Liberia,318510,Crude Oil Tanker
100954,Active,In Service/Commission,South Korea,2017,Greece,159055,Crude/Oil Products Tanker
78789,Active,In Service/Commission,South Korea,2008,Liberia,37923,Crude/Oil Products Tanker
92627,Active,In Service/Commission,China,2012,Italy,39310,Chemical/Oil Products Tanker
78993,Active,In Service/Commission,China,2009,Marshall Islands,297936,Crude Oil Tanker
96990,Active,In Service/Commission,South Korea,2016,Marshall Islands,49722,Crude/Oil Products Tanker
102266,Active,In Service/Commission,China,2018,Malaysia,11999,Crude/Oil Products Tanker
114995,Active,In Service/Commission,Turkey,2011,Liberia,7103,Products Tanker 
114900,Active,In Service/Commission,Japan,1995,India,7355,Chemical/Oil Products Tanker
79167,Active,In Service/Commission,South Korea,2008,Argentina,13117,Crude/Oil Products Tanker
81203,Active,In Service/Commission,South Korea,2009,Panama,313875,Crude Oil Tanker
73302,Active,In Service/Commission,South Korea,2004,Nigeria,40037,Crude/Oil Products Tanker
114415,Active,In Service/Commission,Turkey,2015,Liberia,7139,Chemical/Oil Products Tanker
76110,Active,In Service/Commission,China,2007,Marshall Islands,73976,Crude/Oil Products Tanker
95110,Active,In Service/Commission,Vietnam,2015,Marshall Islands,49737,Crude/Oil Products Tanker
95032,Active,In Service/Commission,South Korea,2015,Panama,49997,Crude/Oil Products Tanker
74090,Active,In Service/Commission,South Korea,2006,Marshall Islands,108386,Crude/Oil Products Tanker
95002,Active,In Service/Commission,China,2016,Marshall Islands,112773,Crude/Oil Products Tanker
85010,Active,In Service/Commission,South Korea,2013,Panama,49998,Crude/Oil Products Tanker
114384,Active,In Service/Commission,China,2011,China,7849,Chemical/Oil Products Tanker
79031,Active,In Service/Commission,South Korea,2008,Bahamas,159995,Crude/Oil Products Tanker
102739,Active,In Service/Commission,South Korea,2019,Liberia,299546,Crude Oil Tanker
94043,Active,In Service/Commission,South Korea,2013,Singapore,49995,Crude/Oil Products Tanker
103894,Active,In Service/Commission,South Korea,2019,Liberia,318000,Crude Oil Tanker
67848,Active,In Service/Commission,Spain,1999,Malta,19733,Crude/Oil Products Tanker
92739,Active,In Service/Commission,China,2012,Malta,149999,Crude/Oil Products Tanker
95494,Active,In Service/Commission,South Korea,2015,Denmark,114322,Crude/Oil Products Tanker
116664,Active,In Service/Commission,Turkey,2013,Malta,8353,Asphalt/Bitumen Tanker
79091,Active,In Service/Commission,South Korea,2009,Hong Kong,51149,Crude/Oil Products Tanker
97402,Active,In Service/Commission,South Korea,2016,France,299999,Crude Oil Tanker
70871,Active,In Service/Commission,South Korea,2003,Panama,306315,Crude Oil Tanker
117326,Active,In Service/Commission,China,2021,Liberia,49396,Products Tanker 
67563,Inactive,Broken Up,South Korea,1998,Saint Kitts and Nevis,310513,Crude Oil Tanker
90877,Active,In Service/Commission,China,2013,Denmark,73811,Crude/Oil Products Tanker
72552,Active,In Service/Commission,Japan,2003,Viet Nam,32363,Chemical/Oil Products Tanker
73502,Active,In Service/Commission,South Korea,2005,Panama,320473,Crude Oil Tanker
79219,Active,In Service/Commission,South Korea,2008,Greece,320513,Crude Oil Tanker
70867,Active,In Service/Commission,South Korea,2003,Panama,120670,Bulk/Oil Carrier (OBO)
114611,Active,In Service/Commission,China,2007,Panama,7695,Products Tanker 
104112,Active,In Service/Commission,South Korea,2019,Liberia,318000,Crude Oil Tanker
119556,Active,In Service/Commission,Japan,2022,Marshall Islands,49996,Products Tanker 
79093,Active,In Service/Commission,Japan,2008,Marshall Islands,110448,Crude/Oil Products Tanker
79381,Active,In Service/Commission,South Korea,2007,Malta,50697,Crude/Oil Products Tanker
85906,Active,In Service/Commission,China,2009,Thailand,12729,Crude/Oil Products Tanker
115523,Active,In Service/Commission,Japan,2014,Japan,5450,Products Tanker 
115892,Active,In Service/Commission,Russia,2011,Saint Kitts and Nevis,5565,Products Tanker 
78767,Active,In Service/Commission,South Korea,2008,Liberia,46934,Chemical/Oil Products Tanker
79099,Active,In Service/Commission,South Korea,2008,Isle of Man,74995,Crude/Oil Products Tanker
114816,Active,In Service/Commission,Japan,2019,Japan,5473,Products Tanker 
115164,Active,In Service/Commission,Poland,1999,Malta,6008,Chemical/Oil Products Tanker
115524,Active,In Service/Commission,Romania,2003,Malta,8211,Chemical/Oil Products Tanker
79459,Active,In Service/Commission,China,2009,Denmark,49999,Chemical/Oil Products Tanker
72002,Active,In Service/Commission,South Korea,2003,Malta,105869,Crude/Oil Products Tanker
119092,Active,In Service/Commission,Japan,2022,Marshall Islands,14521,Chemical/Oil Products Tanker
117116,Active,In Service/Commission,South Korea,2022,Marshall Islands,300927,Crude Oil Tanker
72170,Active,In Service/Commission,Japan,2003,Panama,300609,Crude Oil Tanker
71082,Active,In Service/Commission,Japan,2003,Panama,299145,Crude Oil Tanker
79145,Active,In Service/Commission,South Korea,2009,Hong Kong,51476,Crude/Oil Products Tanker
116978,Active,In Service/Commission,,2001,Panama,2309,Asphalt/Bitumen Tanker
79117,Active,In Service/Commission,South Korea,2007,Malta,49999,Crude/Oil Products Tanker
116868,Active,In Service/Commission,China,2012,China,4628,Asphalt/Bitumen Tanker
78979,Active,In Service/Commission,Spain,2009,Panama,30720,Crude/Oil Products Tanker
114086,Active,In Service/Commission,Turkey,2016,Cyprus,5345,Chemical/Oil Products Tanker
102971,Active,In Service/Commission,Vietnam,2019,Marshall Islands,50000,Products Tanker 
86336,Active,In Service/Commission,South Korea,2009,Marshall Islands,50091,Crude Oil Tanker
80163,Active,In Service/Commission,South Korea,2008,Tuvalu,13079,Crude/Oil Products Tanker
104208,Active,In Service/Commission,South Korea,2020,Liberia,158000,Crude Oil Tanker
116674,Active,In Service/Commission,South Korea,2011,Gibraltar,6189,Asphalt/Bitumen Tanker
95632,Active,In Service/Commission,South Korea,2015,Marshall Islands,49990,Crude/Oil Products Tanker
80001,Active,In Service/Commission,China,2011,Turkey,16626,Crude/Oil Products Tanker
79015,Active,In Service/Commission,Japan,2007,Marshall Islands,106045,Crude/Oil Products Tanker
75236,Active,In Service/Commission,Japan,2005,Palau,107081,Crude/Oil Products Tanker
116990,Active,In Service/Commission,,2010,Japan,1437,Asphalt/Bitumen Tanker
117320,Active,In Service/Commission,South Korea,2022,Liberia,300796,Crude Oil Tanker
104289,Active,In Service/Commission,South Korea,2020,Liberia,299999,Crude Oil Tanker
66055,Active,In Service/Commission,South Korea,1997,Iran (Islamic Republic of),300579,Crude Oil Tanker
79155,Active,In Service/Commission,South Korea,2008,Liberia,74998,Crude/Oil Products Tanker
73410,Active,In Service/Commission,Japan,2004,Panama,299031,Crude Oil Tanker
78719,Active,In Service/Commission,China,2008,China,45765,Products Tanker 
74784,Active,In Service/Commission,South Korea,2006,Greece,49990,Crude/Oil Products Tanker
114642,Active,In Service/Commission,Japan,1999,Panama,6688,Chemical/Oil Products Tanker
116976,Active,In Service/Commission,China,2008,Panama,4999,Asphalt/Bitumen Tanker
94289,Active,In Service/Commission,China,2015,Denmark,49731,Crude/Oil Products Tanker
73160,Active,In Service/Commission,China,2007,Marshall Islands,74032,Crude/Oil Products Tanker
116809,Active,In Service/Commission,Japan,2013,Japan,1226,Asphalt/Bitumen Tanker
79171,Active,In Service/Commission,South Korea,2009,Saudi Arabia,317563,Crude Oil Tanker
98194,Active,In Service/Commission,South Korea,2016,Marshall Islands,109999,Crude/Oil Products Tanker
77312,Active,In Service/Commission,Russia,2006,Azerbaijan,13030,Crude/Oil Products Tanker
78721,Active,In Service/Commission,China,2009,China,45844,Products Tanker 
78572,Active,In Service/Commission,South Korea,2007,Marshall Islands,37824,Crude/Oil Products Tanker
67462,Active,In Service/Commission,China,1999,Gabon,10767,Asphalt/Bitumen Tanker
116820,Active,In Service/Commission,China,2018,China,7634,Asphalt/Bitumen Tanker
79181,Active,In Service/Commission,South Korea,2008,Malta,105777,Crude/Oil Products Tanker
62621,Inactive,Broken Up,Denmark,1988,Tuvalu,84040,Crude/Oil Products Tanker
76142,Active,In Service/Commission,South Korea,2006,Liberia,37497,Chemical/Oil Products Tanker
116841,Active,In Service/Commission,South Korea,2011,Italy,6180,Asphalt/Bitumen Tanker
94287,Active,In Service/Commission,China,2015,Malta,49750,Crude/Oil Products Tanker
78118,Active,In Service/Commission,South Korea,2008,Panama,319980,Crude Oil Tanker
79639,Active,In Service/Commission,South Korea,2008,Liberia,50607,Crude/Oil Products Tanker
116882,Active,In Service/Commission,Croatia,2005,Panama,8999,Asphalt/Bitumen Tanker
92845,Active,In Service/Commission,South Korea,2014,Singapore,49999,Crude/Oil Products Tanker
116804,Active,In Service/Commission,Netherlands,1996,Cook Islands,4250,Asphalt/Bitumen Tanker
116710,Active,In Service/Commission,South Korea,2011,Gibraltar,6187,Asphalt/Bitumen Tanker
104809,Active,In Service/Commission,Japan,2019,Liberia,21026,Chemical Tanker
98759,Active,In Service/Commission,Philippines,2017,Denmark,297639,Crude Oil Tanker
99207,Active,In Service/Commission,Croatia,2017,Marshall Islands,14911,Asphalt/Bitumen Tanker
116913,Active,In Service/Commission,Turkey,2004,Panama,5634,Asphalt/Bitumen Tanker
79711,Active,In Service/Commission,China,2009,China,109815,Crude/Oil Products Tanker
100672,Active,In Service/Commission,South Korea,2017,Saudi Arabia,298750,Crude Oil Tanker
116680,Active,In Service/Commission,Japan,2015,Panama,3500,Asphalt/Bitumen Tanker
119660,Active,In Service/Commission,China,2023,China,7498,Chemical/Oil Products Tanker
92515,Active,In Service/Commission,China,2013,Liberia,318448,Crude Oil Tanker
116823,Active,In Service/Commission,Japan,1994,Thailand,1590,Asphalt/Bitumen Tanker
88592,Active,In Service/Commission,South Korea,2011,Marshall Islands,105525,Crude/Oil Products Tanker
79825,Active,In Service/Commission,South Korea,2011,Marshall Islands,49760,Products Tanker 
116994,Active,In Service/Commission,Japan,1983,Indonesia,1378,Asphalt/Bitumen Tanker
71924,Active,In Service/Commission,South Korea,2003,Malta,37295,Crude/Oil Products Tanker
79223,Active,In Service/Commission,South Korea,2009,Liberia,299999,Crude Oil Tanker
103878,Active,In Service/Commission,China,2020,Portugal,41000,Chemical Tanker
71926,Active,In Service/Commission,South Korea,2003,India,37197,Crude/Oil Products Tanker
79843,Active,In Service/Commission,South Korea,2009,Liberia,50469,Crude/Oil Products Tanker
103734,Active,In Service/Commission,South Korea,2019,Marshall Islands,49901,Products Tanker 
100724,Active,In Service/Commission,South Korea,2018,Canada,148150,Crude Oil Tanker
71422,Active,In Service/Commission,Japan,2002,Djibouti,301045,Crude Oil Tanker
80427,Active,In Service/Commission,United States of America,2009,United States of America,48599,Chemical/Oil Products Tanker
104387,Active,In Service/Commission,Japan,2019,Singapore,21020,Chemical Tanker
89853,Active,In Service/Commission,South Korea,2013,Greece,51417,Crude/Oil Products Tanker
116573,Active,In Service/Commission,Japan,2022,Taiwan,21000,Chemical/Oil Products Tanker
73074,Active,In Service/Commission,China,2004,China,42003,Products Tanker 
75550,Active,In Service/Commission,South Korea,2006,Panama,50922,Crude/Oil Products Tanker
115017,Active,In Service/Commission,,2019,Indonesia,7998,Chemical/Oil Products Tanker
66093,Active,In Service/Commission,,1996,United States of America,574,Crude/Oil Products Tanker
104228,Active,In Service/Commission,South Korea,2020,Kuwait,48535,Products Tanker 
113901,Active,In Service/Commission,South Korea,2020,Marshall Islands,25000,Chemical/Oil Products Tanker
72240,Active,In Service/Commission,Japan,2003,Palau,46013,Products Tanker 
120288,Active,In Service/Commission,China,2023,China,49700,Products Tanker 
66766,Active,In Service/Commission,,1995,United States of America,635,Crude/Oil Products Tanker
78723,Active,In Service/Commission,China,2009,China,45849,Products Tanker 
91667,Active,In Service/Commission,China,2012,China,109533,Crude/Oil Products Tanker
92963,Active,In Service/Commission,China,2012,China,19909,Crude/Oil Products Tanker
114911,Active,In Service/Commission,Turkey,2021,Malta,6613,Chemical/Oil Products Tanker
115406,Active,In Service/Commission,Turkey,2009,Denmark,6974,Chemical/Oil Products Tanker
79867,Active,In Service/Commission,South Korea,2009,Liberia,13052,Crude/Oil Products Tanker
106151,Active,In Service/Commission,Japan,2021,Liberia,12435,Products Tanker 
105915,Active,In Service/Commission,Japan,2020,Liberia,25887,Products Tanker 
81183,Active,In Service/Commission,China,2009,Marshall Islands,50319,Crude/Oil Products Tanker
101014,Active,In Service/Commission,China,2017,Panama,50035,Crude/Oil Products Tanker
79279,Active,In Service/Commission,China,2009,Hong Kong,297244,Crude Oil Tanker
92833,Active,In Service/Commission,South Korea,2013,Italy,49999,Crude/Oil Products Tanker
72254,Active,In Service/Commission,Japan,2004,Marshall Islands,106021,Crude/Oil Products Tanker
78218,Active,In Service/Commission,,2009,United States of America,2746,Crude/Oil Products Tanker
94309,Active,In Service/Commission,South Korea,2013,Greece,49997,Crude/Oil Products Tanker
101094,Active,In Service/Commission,South Korea,2017,Panama,301528,Crude Oil Tanker
67776,Active,In Service/Commission,Spain,2000,Cayman Islands,22220,Chemical/Oil Products Tanker
69686,Active,In Service/Commission,,2000,United States of America,749,Crude/Oil Products Tanker
70843,Active,In Service/Commission,Croatia,2003,Saint Kitts and Nevis,46764,Chemical/Oil Products Tanker
79547,Active,In Service/Commission,China,2011,Hong Kong,296908,Crude Oil Tanker
105085,Active,In Service/Commission,South Korea,2020,Singapore,49853,Products Tanker 
79295,Active,In Service/Commission,South Korea,2009,Bahamas,74999,Crude/Oil Products Tanker
101554,Active,In Service/Commission,China,2018,Denmark,115109,Crude/Oil Products Tanker
80075,Active,In Service/Commission,Japan,2008,Portugal,106246,Crude/Oil Products Tanker
113900,Active,In Service/Commission,South Korea,2020,Marshall Islands,50185,Products Tanker 
67806,Active,In Service/Commission,South Korea,1998,Iran (Islamic Republic of),159211,Crude/Oil Products Tanker
79297,Active,In Service/Commission,South Korea,2010,Liberia,321300,Crude Oil Tanker
72668,Active,In Service/Commission,,2002,United States of America,455,Crude/Oil Products Tanker
80191,Active,In Service/Commission,Japan,2008,Hong Kong,310444,Crude Oil Tanker
79301,Active,In Service/Commission,Japan,2009,Marshall Islands,107574,Crude/Oil Products Tanker
96330,Active,In Service/Commission,China,2016,Hong Kong,318570,Crude Oil Tanker
84460,Active,In Service/Commission,South Korea,2010,Indonesia,13049,Crude/Oil Products Tanker
114295,Active,In Service/Commission,China,2006,Saint Kitts and Nevis,9210,Products Tanker 
96292,Active,In Service/Commission,Japan,2015,Marshall Islands,25211,Chemical/Oil Products Tanker
114719,Active,In Service/Commission,Japan,2021,Panama,8998,Products Tanker 
72378,Active,In Service/Commission,South Korea,2003,Liberia,159199,Crude/Oil Products Tanker
118417,Active,In Service/Commission,China,2022,China,49842,Products Tanker 
106006,Active,In Service/Commission,China,2021,Malaysia,14500,Products Tanker 
80885,Active,In Service/Commission,,2009,United States of America,90,Crude/Oil Products Tanker
114582,Active,In Service/Commission,,2022,Malaysia,9000,Products Tanker 
79335,Active,In Service/Commission,South Korea,2009,Liberia,74964,Crude/Oil Products Tanker
73538,Active,In Service/Commission,South Korea,2005,Cook Islands,53095,Crude/Oil Products Tanker
100908,Active,In Service/Commission,South Korea,2017,Bahamas,299227,Crude Oil Tanker
114318,Active,In Service/Commission,Japan,2003,Panama,8715,Chemical/Oil Products Tanker
80281,Active,In Service/Commission,Japan,2011,Panama,299999,Crude Oil Tanker
117308,Active,In Service/Commission,China,2020,China,6500,Chemical/Oil Products Tanker
79563,Active,In Service/Commission,China,2009,Marshall Islands,112905,Crude/Oil Products Tanker
68952,Active,In Service/Commission,South Korea,2000,Panama,152923,Crude/Oil Products Tanker
80519,Active,In Service/Commission,Japan,2009,Marshall Islands,19992,Crude/Oil Products Tanker
97084,Active,In Service/Commission,South Korea,2016,Hong Kong,49897,Crude/Oil Products Tanker
109606,Active,In Service/Commission,China,2022,Cyprus,49900,Products Tanker 
57905,Active,In Service/Commission,,1975,United States of America,12880,Crude/Oil Products Tanker
117126,Active,In Service/Commission,South Korea,2022,Malta,154846,Crude Oil Tanker
81687,Active,In Service/Commission,South Korea,2010,Marshall Islands,25175,Chemical/Oil Products Tanker
102284,Active,In Service/Commission,China,2019,Marshall Islands,82396,Ore/Oil Carrier
100946,Active,In Service/Commission,China,2017,Hong Kong,109986,Crude/Oil Products Tanker
73002,Active,In Service/Commission,South Korea,2004,Bahamas,115444,Crude/Oil Products Tanker
81699,Active,In Service/Commission,South Korea,2010,Singapore,119456,Products Tanker 
80657,Active,In Service/Commission,South Korea,2011,Marshall Islands,116337,Crude/Oil Products Tanker
79329,Active,In Service/Commission,China,2009,China,42005,Products Tanker 
69100,Active,In Service/Commission,Japan,2000,"Tanzania, United Republic of",19399,Crude/Oil Products Tanker
78422,Active,In Service/Commission,South Korea,2009,Italy,40248,Chemical/Oil Products Tanker
117085,Active,In Service/Commission,South Korea,2022,Liberia,157037,Crude Oil Tanker
104833,Active,In Service/Commission,China,2020,China,69900,Crude Oil Tanker
99435,Active,In Service/Commission,South Korea,2016,Greece,149992,Crude/Oil Products Tanker
76646,Active,In Service/Commission,Japan,2007,Bahamas,105850,Crude/Oil Products Tanker
99599,Active,In Service/Commission,South Korea,2016,Greece,319398,Crude Oil Tanker
67898,Active,In Service/Commission,South Korea,1999,Panama,44999,Chemical/Oil Products Tanker
72494,Active,In Service/Commission,Japan,2003,Panama,45975,Products Tanker 
100303,Active,In Service/Commission,China,2017,Singapore,49996,Crude/Oil Products Tanker
73288,Active,In Service/Commission,South Korea,2004,Greece,103124,Crude/Oil Products Tanker
114482,Active,In Service/Commission,China,2008,Liberia,6282,Products Tanker 
101757,Active,In Service/Commission,Japan,2020,Liberia,49997,Products Tanker 
116607,Active,In Service/Commission,Japan,2019,Liberia,12699,Chemical/Oil Products Tanker
117112,Active,In Service/Commission,South Korea,2022,Marshall Islands,300927,Crude Oil Tanker
83146,Active,In Service/Commission,South Korea,2010,Marshall Islands,36677,Chemical/Oil Products Tanker
72506,Active,In Service/Commission,Japan,2004,Marshall Islands,19997,Crude/Oil Products Tanker
85350,Active,In Service/Commission,Croatia,2012,Marshall Islands,14911,Asphalt/Bitumen Tanker
81751,Active,In Service/Commission,Vietnam,2017,Viet Nam,13997,Crude/Oil Products Tanker
86546,Active,In Service/Commission,China,2010,Liberia,296988,Crude Oil Tanker
117187,Active,In Service/Commission,Japan,2021,Marshall Islands,19959,Chemical/Oil Products Tanker
79637,Active,In Service/Commission,South Korea,2008,Liberia,50696,Crude/Oil Products Tanker
79629,Active,In Service/Commission,China,2008,Liberia,73723,Crude Oil Tanker
113949,Active,In Service/Commission,South Korea,2022,Singapore,152000,Crude Oil Tanker
101633,Active,In Service/Commission,China,2018,Hong Kong,311054,Crude Oil Tanker
79647,Active,In Service/Commission,South Korea,2008,Marshall Islands,50661,Crude/Oil Products Tanker
116852,Active,In Service/Commission,China,2006,Comoros,4450,Asphalt/Bitumen Tanker
115701,Active,In Service/Commission,Japan,2003,Cook Islands,7717,Asphalt/Bitumen Tanker
67934,Active,In Service/Commission,South Korea,1999,Hong Kong,31975,Chemical/Oil Products Tanker
73766,Active,In Service/Commission,South Korea,2005,Liberia,115514,Crude/Oil Products Tanker
102824,Active,In Service/Commission,South Korea,2019,Liberia,298998,Crude Oil Tanker
118389,Active,In Service/Commission,South Korea,2022,Singapore,49999,Chemical/Oil Products Tanker
82215,Active,In Service/Commission,China,2009,Liberia,106992,Crude/Oil Products Tanker
87108,Active,In Service/Commission,South Korea,2013,Liberia,158513,Crude/Oil Products Tanker
117022,Active,In Service/Commission,China,2020,China,8026,Products Tanker 
116564,Active,In Service/Commission,Japan,2022,Liberia,312306,Crude Oil Tanker
116580,Active,In Service/Commission,Japan,2022,Liberia,19708,Products Tanker 
78326,Active,In Service/Commission,Turkey,2006,Sweden,11317,Crude/Oil Products Tanker
79695,Active,In Service/Commission,South Korea,2008,Gabon,50973,Chemical/Oil Products Tanker
103504,Active,In Service/Commission,South Korea,2019,Marshall Islands,299682,Crude Oil Tanker
72562,Active,In Service/Commission,South Korea,2004,Marshall Islands,46177,Chemical/Oil Products Tanker
72544,Active,In Service/Commission,South Korea,2003,Singapore,72718,Crude/Oil Products Tanker
81835,Active,In Service/Commission,United States of America,2010,United States of America,46287,Crude/Oil Products Tanker
101060,Active,In Service/Commission,Japan,2018,Marshall Islands,49996,Crude/Oil Products Tanker
115008,Active,In Service/Commission,Japan,2004,Indonesia,8626,Chemical/Oil Products Tanker
72556,Active,In Service/Commission,South Korea,2005,Canada,148706,Crude/Oil Products Tanker
116764,Active,In Service/Commission,Japan,2014,Japan,1312,Asphalt/Bitumen Tanker
74622,Active,In Service/Commission,Japan,2007,Greece,159438,Crude/Oil Products Tanker
73280,Active,In Service/Commission,South Korea,2004,Panama,319247,Crude Oil Tanker
70084,Active,In Service/Commission,South Korea,2002,Viet Nam,164214,Crude/Oil Products Tanker
116625,Active,In Service/Commission,Japan,2022,Liberia,313418,Crude Oil Tanker
115322,Active,In Service/Commission,China,2010,Panama,6311,Products Tanker 
75678,Active,In Service/Commission,China,2007,Djibouti,314020,Crude Oil Tanker
72580,Active,In Service/Commission,Japan,2004,"Korea, Republic of",14312,Crude/Oil Products Tanker
70278,Active,In Service/Commission,Japan,2000,Thailand,11679,Crude/Oil Products Tanker
115838,Active,In Service/Commission,China,2012,Vanuatu,6284,Chemical/Oil Products Tanker
80865,Active,In Service/Commission,South Korea,2008,Panama,12389,Crude/Oil Products Tanker
80905,Active,In Service/Commission,Japan,2009,Panama,19997,Crude/Oil Products Tanker
118547,Active,In Service/Commission,South Korea,2022,Saudi Arabia,49999,Products Tanker 
71846,Active,In Service/Commission,Croatia,2004,Liberia,47123,Chemical/Oil Products Tanker
74828,Active,In Service/Commission,China,2006,Liberia,110312,Crude/Oil Products Tanker
81903,Active,In Service/Commission,Japan,2011,Liberia,50085,Products Tanker 
114514,Active,In Service/Commission,China,2010,Gibraltar,6312,Products Tanker 
73284,Active,In Service/Commission,South Korea,2005,Marshall Islands,115340,Crude/Oil Products Tanker
115098,Active,In Service/Commission,South Korea,2007,Italy,8102,Chemical/Oil Products Tanker
118611,Active,In Service/Commission,South Korea,2022,Saudi Arabia,49999,Products Tanker 
116780,Active,In Service/Commission,Japan,2003,Malaysia,4318,Asphalt/Bitumen Tanker
94739,Active,In Service/Commission,South Korea,2015,Marshall Islands,49990,Crude/Oil Products Tanker
114948,Active,In Service/Commission,Japan,2016,Japan,5446,Products Tanker 
74764,Active,In Service/Commission,South Korea,2005,Panama,309316,Crude Oil Tanker
79807,Active,In Service/Commission,South Korea,2010,Singapore,37985,Chemical/Oil Products Tanker
117068,Active,In Service/Commission,China,2020,Singapore,74999,Chemical/Oil Products Tanker
94763,Active,In Service/Commission,South Korea,2014,Liberia,45999,Crude/Oil Products Tanker
75688,Active,In Service/Commission,South Korea,2006,Viet Nam,12973,Crude/Oil Products Tanker
68069,Active,In Service/Commission,South Korea,1998,Belize,11131,Crude/Oil Products Tanker
94743,Active,In Service/Commission,China,2014,China,308013,Crude Oil Tanker
103518,Active,In Service/Commission,South Korea,2019,Marshall Islands,318744,Crude Oil Tanker
80931,Active,In Service/Commission,China,2011,China,309140,Crude Oil Tanker
80909,Active,In Service/Commission,China,2011,Venezuela (Bolivarian Republic of),50384,Chemical/Oil Products Tanker
